"","X","d","d_h","h","a","mean_diff","mean_h","mean_p","U95","L95","U90","L90","U80","L80","C95","C90","C80","d_hat"
"1",1,-3,-3,1,0.1,0.515926129341817,-3.07049620800378,-2.58725861013466,-0.992879901117004,-4.85410756041994,-1.21259844397289,-4.44054461031893,-1.478927777331,-3.98392225352476,0.988,1,1,-2.67110439081591
"2",2,-3,-2,1,0.1,0.665487724134965,-2.04543573958648,-2.58725861013466,-0.932213124543937,-4.69210865019469,-1.14679661467197,-4.2873984378313,-1.40745147254187,-3.84416823528953,0.988,0.998,1,-2.56751582240079
"3",3,-3,-1,1,0.1,2.17570290094217,-0.411555709192496,-2.58725861013466,-0.763584490690076,-4.25125337570832,-0.965940907396084,-3.87644638152094,-1.21334710806894,-3.4672009902494,0.988,0.99,1,-2.28821338661883
"4",4,-3,0,1,0.1,2.6433409916409,0.0560823815062338,-2.58725861013466,-0.704443763302576,-4.11563908637599,-0.90458459409151,-3.74939154630682,-1.14683236653014,-3.35091220783288,0.98,0.988,1,-2.19914811390992
"5",5,-3,1,1,0.1,2.44150934247161,-0.14574926766305,-2.58725861013466,-0.745895331115759,-4.23951848875425,-0.948060157027388,-3.86517106647418,-1.19497891483124,-3.4536808365234,0.986,0.988,1,-2.27261583609335
"6",6,-3,2,1,0.1,4.07933734961174,1.49207873947707,-2.58725861013466,-0.539378476756734,-3.74169071584971,-0.733550328339594,-3.40130763026205,-0.965699216018776,-3.03189473240837,0.932,0.988,0.994,-1.95567071842452
"7",7,-3,3,1,0.1,4.37346217197845,1.78620356184379,-2.58725861013466,-0.532231865214006,-3.73633162229353,-0.725961091507297,-3.3960154404771,-0.958882805969624,-3.02749320644216,0.93,0.986,0.994,-1.95013541941521
"8",8,-3,-3,2,0.1,0.523393655484726,-2.7322681044183,-2.58725861013466,-1.02839970055923,-4.75194509359013,-1.24058921572805,-4.34990976324415,-1.49785039558168,-3.91137990214685,0.998,1,1,-2.64654986347251
"9",9,-3,-2,2,0.1,0.881764158400623,-1.77249433948572,-2.58725861013466,-0.922041059786173,-4.45761252488537,-1.12504781668372,-4.07769244274757,-1.3733712479533,-3.66136894234568,0.992,1,1,-2.46349254104859
"10",10,-3,-1,2,0.1,2.32631457559979,-0.260944034534877,-2.58725861013466,-0.62839114897048,-3.7275695510754,-0.815222444196409,-3.39734396543306,-1.04005971801695,-3.03963470893022,0.982,0.988,1,-1.99800536790971
"11",11,-3,0,2,0.1,2.93795546550826,0.350696855373592,-2.58725861013466,-0.490652994667928,-3.42294305943729,-0.671028835196164,-3.11616244171891,-0.886980995125934,-2.78007229770682,0.936,0.988,0.996,-1.79649428183253
"12",12,-3,1,2,0.1,3.25030967428792,0.663051064153259,-2.58725861013466,-0.456822950168613,-3.3969701954982,-0.638346717308865,-3.08860505545414,-0.85548740345772,-2.75215606149896,0.926,0.984,0.992,-1.76694684603431
